"","ref","line"
"1",0,0
"2",23,1289
"3",26,1425
"4",31,1607
"5",31,1616
"6",31,1617
"7",31,1622
"8",41,1981
"9",45,2167
"10",45,2189
"11",91,3917
"12",91,3935
"13",363,15074
"14",363,15084
"15",426,17504
